Error,Word
অ ণ ু ছ ্ চ,অ ন ু চ ্ চ
অ ছ ণ ্ দ ্ র ছ ে ত ন,অ চ ন ্ দ ্ র চ ে ত ন
অ ব ণ ি,অ ব ন ি
অ ভ ি ঝ ু জ ্ য ত া,অ ভ ি য ু জ ্ য ত া
অ স ম ৃ দ ্ দ ি,অ স ম ৃ দ ্ ধ ি
আ ণ ু শ ্,আ ন ু শ ্
আ ম ল া দ ে র ঈ,আ ম ল া দ ে র ই
অ ণ া ষ ্ ব া দ ি ত,অ ন া স ্ ব া দ ি ত
আ ণ ক ো র া,আ ন ক ো র া
অ ব ো ঙ ্,অ ভ ো ঙ ্
আ দ ু ন ি ক,আ ধ ু ন ি ক
অ ক ু ত ো ব য় া,অ ক ু ত ো ভ য় া
অ স ্ ম ধ ী য়,অ স ্ ম দ ী য়
অ র ্ থ ল ো ব ে র,অ র ্ থ ল ো ভ ে র
অ ভ ি ধ ভ ত ্ ব,অ ব ি ধ ব ত ্ ব
অ স ণ ্ ত ো ষ জ ণ ি ত,অ স ন ্ ত ো ষ জ ন ি ত
অ ন ু ফ ্ র া ণ ন া,অ ন ু প ্ র া ণ ন া
অ ণ া র া ম ে র,অ ন া র া ম ে র
অ ব ি য ো গ ফ ত ্ র,অ ভ ি য ো গ প ত ্ র
অ ধ ি গ ম ্ জ,অ ধ ি গ ম ্ য
আ ও ল া ধ ্,আ ও ল া দ ্
অ ং ষ খ ্ য,অ ং স খ ্ য
অ র ্ থ ম া ষ ্ ত ্ র ে,অ র ্ থ ম া স ্ ত ্ র ে
আ ফ ল ো ধ য় ্,আ ফ ল ো দ য় ্
অ ণ ি ব জ ্ ঞ,অ ন ি ভ জ ্ ঞ
অ থ া ণ ্ ত র,অ থ া ন ্ ত র
আ ত ি ভ ি ত ি,আ ত ি ব ি ত ি
আ জ া ভ,আ জ া ব
অ ক ৃ ত া ধ র,অ ক ৃ ত া দ র
আ ট া প ে শ া,আ ট া প ে ষ া
অ ্ জ া ক া ঊ ন ্ ট ে,অ ্ য া ক া উ ন ্ ট ে
অ ভ ে ক ্,অ ব ে ক ্
অ গ ষ ্ ট,অ গ স ্ ট
আ গ া র ফ া গ া র,আ গ া র প া গ া র
অ ণ ত ো র ্,অ ন ত ো র ্
অ ক া ল ক ু ষ ্ ম া ন ্ ঢ,অ ক া ল ক ু ষ ্ ম া ণ ্ ড
অ ণ া ভ ি ষ ্ ট,অ ন া ব ি ষ ্ ট
আ য ী জ,আ জ ী জ
আ ত ্ ম স া দ ন া,আ ত ্ ম স া ধ ন া
আ ত ্ ন হ ত ্ জ া,আ ত ্ ন হ ত ্ য া
আ ই ণ স ি ধ ্ দ ভ া ব ে,আ ই ন স ি দ ্ ধ ভ া ব ে
আ ধ ি খ ্ জ ে ত া,আ ধ ি খ ্ য ে ত া
অ ণ ্ ত ত ঃ ফ ক ্ ষ ে,অ ন ্ ত ত ঃ প ক ্ ষ ে
আ ক া ষ গ া ম ী,আ ক া শ গ া ম ী
অ ভ ম ত,অ ব ম ত
অ র ো ঝ া,অ র ো জ া
আ ঁ ষ ে র,আ ঁ শ ে র
অ ফ গ ম,অ প গ ম
আ ক া শ ফ থ ে,আ ক া শ প থ ে
অ ন ু র ূ ফ ভ া ভ ে,অ ন ু র ূ প ভ া ব ে
আ ভ র ো ঁ য় া,আ ব র ো ঁ য় া
অ ভ ি স ্ জ ন ্ ধ,অ ভ ি ষ ্ য ন ্ দ
অ ণ ু চ ি ত ্,অ ন ু চ ি ত ্
অ ণ ্ ত র ট ি প ু ণ ি,অ ন ্ ত র ট ি প ু ন ি
আ ভ ি র ্ ভ া ক,আ ব ি র ্ ভ া ক
অ ম ণ ু ষ ্ য ত ্ ভ,অ ম ন ু ষ ্ য ত ্ ব
আ গ দ ড়,আ গ ধ ড়
অ র ্ থ ঝ ্ ঞ া প ক,অ র ্ থ জ ্ ঞ া প ক
অ ভ র ো হ ী,অ ব র ো হ ী
অ ম া ণ ্ য,অ ম া ন ্ য
অ ন ু ব ূ ত ি স ূ ছ ক,অ ন ু ভ ূ ত ি স ূ চ ক
অ শ ু া দ ু ভ া ব ে,অ স ু া ধ ু ভ া ব ে
অ র ্ থ ভ া দ,অ র ্ থ ব া দ
অ ব ্ র ্,অ ভ ্ র ্
অ ব ণ া গ ম ণ,অ ব ন া গ ম ন
অ ধ ্ ভ ৈ ত ব া দ ী,অ দ ্ ব ৈ ত ব া দ ী
আ ত ্ ম ভ ি গ ্ র হ,আ ত ্ ম ব ি গ ্ র হ
অ ভ ্ র শ ্ ট,অ ভ ্ র ষ ্ ট
অ ণ ৃ ত ব া ধ ী,অ ন ৃ ত ব া দ ী
অ ন ্ য ফ ক ্ ষ ে,অ ন ্ য প ক ্ ষ ে
অ ং ষ ঘ ট ি ত,অ ং শ ঘ ট ি ত
অ ভ ি ন ্ য স ্ ত,অ ব ি ন ্ য স ্ ত
অ ন ্ দ ভ ে গ ে,অ ন ্ ধ ব ে গ ে
অ দ ো ম ু খ ্,অ ধ ো ম ু খ ্
অ ণ ু র া গ স ূ ন ্ য,অ ন ু র া গ শ ূ ন ্ য
অ ফ ো ষ র ো ন ্,অ প ো শ র ো ন ্
আ ঢ ্ জ,আ ঢ ্ য
অ ষ া ড়,অ স া ড়
অ ভ ো ঝ ণ,অ ভ ো জ ন
অ ব ি হ ত,অ ভ ি হ ত
অ গ ্ ণ ি ক া র ্ য,অ গ ্ ন ি ক া র ্ য
অ চ ্ চ ু ত,অ চ ্ ছ ু ত
অ প হ ্ ণ ু ত ি,অ প হ ্ ন ু ত ি
অ ং স ব র,অ ং স ভ র
আ গ ু ল া ণ ো,আ গ ু ল া ন ো
আ প ধ ্,আ প দ ্
অ ভ ি ব ে ক ি ত া,অ ব ি ব ে ক ি ত া
অ ত ল স ্ ফ র ্ ষ,অ ত ল স ্ প র ্ শ
আ ভ া দ,আ ব া দ
অ ভ ে ধ া ত ্ ম া,অ ভ ে দ া ত ্ ম া
অ শ ্ ভ র ভ,অ শ ্ ব র ব
অ ক ্ ল া ণ ্ ত,অ ক ্ ল া ন ্ ত
অ শ ি হ ি শ ্ ণ ু ত া,অ স ি হ ি ষ ্ ণ ু ত া
আ ত ্ ম ষ ্ থ ত া,আ ত ্ ম স ্ থ ত া
অ ন ্ ত র ্ হ া শ,অ ন ্ ত র ্ হ া স
আ চ ড় ি,আ ছ ড় ি
আ চ ড় ি য় ে,আ ছ ড় ি য় ে
অ ণ ণ ্ য চ ি ণ ্ ত া,অ ন ন ্ য চ ি ন ্ ত া
আ ণ া জ ি,আ ন া জ ি
অ ন ু ষ ী ল ন হ ে ত ু,অ ন ু শ ী ল ন হ ে ত ু
অ র ্ থ া ধ ি,অ র ্ থ া দ ি
অ ভ ি য ণ,অ ভ ি জ ন
অ ণ ু র া ধ া,অ ন ু র া ধ া
আ য ্ ঞ া ব া হ ক,আ জ ্ ঞ া ব া হ ক
অ ষ ি ক ্,অ শ ি ক ্
অ ফ র ি হ র ো ন ি য় ো,অ প র ি হ র ো ন ি য় ো
অ ষ ্ থ ি স ী ম া,অ স ্ থ ি স ী ম া
অ গ ো ফ ন ী য়,অ গ ো প ন ী য়
অ ব ণ ত া,অ ব ন ত া
আ খ ু ছ ি,আ খ ু চ ি
অ ণ ট ্,অ ন ট ্
আ প া ধ ে য় ো,আ প া দ ে য় ো
অ গ ্ র ফ থ ি ক,অ গ ্ র প থ ি ক
অ ন ু য ী ভ ী,অ ন ু জ ী ব ী
অ ভ ো ন ত ো,অ ব ো ন ত ো
অ শ ্ ব ী ক া র ক া র ী,অ স ্ ব ী ক া র ক া র ী
আ গ া ঝ,আ গ া জ
আ ত ্ ম হ ্ ঝ,আ ত ্ ম হ ্ য
অ দ ো ভ ু ব ণ ্,অ ধ ো ভ ু ব ন ্
অ ভ ি ক ৃ ত ো,অ ব ি ক ৃ ত ো
অ ন ভ র ্,অ ন ব র ্
অ ল ্ ফ ব য় শ,অ ল ্ প ব য় স
অ চ ্ চ ি ল ে ঁ,অ চ ্ ছ ি ল ে ঁ
আ ন ্ ধ ো ল ন ে,আ ন ্ দ ো ল ন ে
অ ণ ন ি ক ্,অ ন ন ি ক ্
আ ভ ্ দ ু ল,আ ব ্ দ ু ল
অ শ ্ ট ন ্,অ ষ ্ ট ন ্
অ ভ ি ব া হ ী,অ ব ি ব া হ ী
অ র ্ ঝ ি ত,অ র ্ জ ি ত
অ ং শ ক ূ ট,অ ং স ক ূ ট
অ ন ু ফ ো দ ি স ্,অ ন ু প ো দ ি শ ্
আ ঘ া ত প ূ র ্ ন,আ ঘ া ত প ূ র ্ ণ
অ ভ ি ম া ণ শ ূ ণ ্ য,অ ভ ি ম া ন শ ূ ন ্ য
অ শ ্ ভ ো য় া স ্ ত ি,অ স ্ ব ো য় া স ্ ত ি
অ ণ ু ম ো দ ণ,অ ন ু ম ো দ ন
অ ন ু ব ূ ত ি ব া চ ক,অ ন ু ভ ূ ত ি ব া চ ক
অ শ ্ ম া ক ম ্,অ স ্ ম া ক ম ্
আ ঈ স া শ ্,আ ই শ া শ ্
অ ্ জ া ক া,অ ্ য া ক া
অ ব স ্ জ ক া র ্ য,অ ব শ ্ য ক া র ্ য
অ ষ ম ্ ম ত,অ স ম ্ ম ত
অ ব দ া ণ ক া র ী,অ ব ধ া ন ক া র ী
অ ক ি ঞ ্ চ ণ ত া,অ ক ি ঞ ্ চ ন ত া
অ ত ি ব া হ ণ,অ ত ি ব া হ ন
আ ত ্ ম ধ ্ র ো হ ি ণ ী,আ ত ্ ম দ ্ র ো হ ি ণ ী
আ ভ া স ি ক,আ ব া স ি ক
আ ভ র ণ ম ু ক ্ ত,আ ব র ণ ম ু ক ্ ত
আ ণ ম ন া,আ ন ম ন া
অ ভ া ঙ ্ গ া ল ী,অ ব া ঙ ্ গ া ল ী
অ ঞ ্ য ল ি,অ ঞ ্ জ ল ি
অ হ ি ব ু ক,অ হ ি ভ ু ক
অ ন ু গ ্ র স ্ ভ ভ া ব,অ ন ু গ ্ র স ্ ব ভ া ব
অ ম ী ম া ং শ ি ত,অ ম ী ম া ং স ি ত
অ ণ ্ ত র হ ও য় া,অ ন ্ ত র হ ও য় া
অ ম া র ্ ঝ ি ত,অ ম া র ্ জ ি ত
অ ব া ধ ্ জ ত া শ ূ ছ ক,অ ব া ধ ্ য ত া স ূ চ ক
অ শ ি য় ত ি,অ স ি য় ত ি
অ ফ ু ত ্ র ক,অ প ু ত ্ র ক
অ ভ া চ ্,অ ব া চ ্
অ ত ি ম া ণ ু ষ ভ া দ,অ ত ি ম া ন ু ষ ব া দ
অ ল ্ প ভ য় শ ী র,অ ল ্ প ব য় স ী র
অ ঙ ্ গ ব ি স ি স ্ ট া,অ ঙ ্ গ ব ি শ ি ষ ্ ট া
অ ল ঙ ্ ঘ ণ,অ ল ঙ ্ ঘ ন
অ ন ্ ভ র,অ ন ্ ব র
অ র ্ ন ব প ো ত ে,অ র ্ ণ ব প ো ত ে
অ ফ ্ র া ক ৃ ত,অ প ্ র া ক ৃ ত
অ ফ র া হ ্ ন ে,অ প র া হ ্ ন ে
অ ষ ্ ব শ ্ ত ি ক র,অ স ্ ব স ্ ত ি ক র
অ দ র ে র,অ ধ র ে র
অ ন া ভ ৃ ত ্,অ ন া ব ৃ ত ্
অ ভ ষ ্ থ া য ু ক ্ ত,অ ব স ্ থ া য ু ক ্ ত
অ ম ্ ভ া ল ি ক া,অ ম ্ ব া ল ি ক া
অ ভ া দ ত ্ ব,অ ব া ধ ত ্ ব
অ ষ ্ ট ন ভ ত ি,অ ষ ্ ট ন ব ত ি
আ ই ণ ক া র,আ ই ন ক া র
অ ণ ে ক ে,অ ন ে ক ে
অ ব ি ছ া র ী,অ ব ি চ া র ী
অ হ ি ণ ক ু ল,অ হ ি ন ক ু ল
আ ঁ ট ষ া ট ঁ,আ ঁ ট স া ট ঁ
আ ণ া ল ্,আ ন া ল ্
অ গ ্ ণ ি ক র ্ ম,অ গ ্ ন ি ক র ্ ম
অ ণ ্ ণ শ া ল া,অ ন ্ ন শ া ল া
আ ভ ে শ ে,আ ব ে শ ে
অ শ র ল া,অ স র ল া
অ ন ু ব ূ ম ি ক,অ ন ু ভ ূ ম ি ক
অ ন া য় া শ,অ ন া য় া স
অ ছ ি স ে,অ চ ি স ে
অ দ র া,অ ধ র া
অ য ু ত ্,অ জ ু ত ্
আ ভ র ন হ ী ন,আ ভ র ণ হ ী ন
অ ণ ি শ ্ প ণ ্ ন,অ ন ি ষ ্ প ন ্ ন
অ ষ ব ্ য ত া,অ স ভ ্ য ত া
অ ক ি ঞ ্ ছ ি ৎ,অ ক ি ঞ ্ চ ি ৎ
আ গ ্ র হ া ত ি শ য় ঝ ু ক ্ ত,আ গ ্ র হ া ত ি শ য় য ু ক ্ ত
আ ব ূ ত ল,আ ভ ূ ত ল
অ ত ণ ্ দ ্ র ি ত া,অ ত ন ্ দ ্ র ি ত া
অ ধ ্ র ু ত,অ দ ্ র ু ত
অ ক ু ণ ্ ঠ ো,অ ক ু ন ্ ঠ ো
অ ছ ে ষ ্ ট া,অ চ ে ষ ্ ট া
আ প ি ং খ ো র,আ ফ ি ং খ ো র
আ দ া ণ,আ দ া ন
অ ভ ি ষ া র ি ক,অ ভ ি স া র ি ক
আ ক ্ ষ ে প ঝ ু ক ্ ত,আ ক ্ ষ ে প য ু ক ্ ত
অ ণ ্ ত র ে,অ ন ্ ত র ে
অ শ ্ ব স ং ক ্ র া ণ ্ ত,অ শ ্ ব স ং ক ্ র া ন ্ ত
অ ণ ু গ ্,অ ন ু গ ্
অ ধ ্ য,অ দ ্ য
আ ত ্ ম ত ু ল ্ ঝ,আ ত ্ ম ত ু ল ্ য
আ ধ ে শ ম ত ো,আ দ ে শ ম ত ো
অ ণ ্ ত ক,অ ন ্ ত ক
অ র ু ছ ি,অ র ু চ ি
অ স া দ া র ন ত া,অ স া ধ া র ণ ত া
আ দ ি র শ ে র,আ দ ি র স ে র
অ ধ ্ জ য় ন ক া র ী,অ ধ ্ য য় ন ক া র ী
অ ক ্ ষ ো ব ে,অ ক ্ ষ ো ভ ে
অ র ্ দ ে ক,অ র ্ ধ ে ক
আ জ ী ভ,আ জ ী ব
অ ভ ে ক ্ ষ ক,অ ব ে ক ্ ষ ক
অ ল ক ্ স ি ত ে,অ ল ক ্ ষ ি ত ে
আ ব ি য া ত ্ য ে র,আ ভ ি জ া ত ্ য ে র
আ গ ্ ণ ে য় া স ্ ত ্ র,আ গ ্ ন ে য় া স ্ ত ্ র
অ জ ো ধ ্ জ া ও,অ য ো ধ ্ য া ও
আ ত ্ ম গ ু ন া ব ি ম া ন ী,আ ত ্ ম গ ু ণ া ভ ি ম া ন ী
আ ণ ণ ্ দ দ া ণ ক া র ি ণ ী,আ ন ন ্ দ দ া ন ক া র ি ণ ী
অ ষ ্ থ ি প ঞ ্ য র া দ ি,অ স ্ থ ি প ঞ ্ জ র া দ ি
অ স ভ র ্ ণ,অ স ব র ্ ণ
আ ক া ষ প থ,আ ক া শ প থ
অ ঙ ্ গ ু ল ি ম ো ট ণ,অ ঙ ্ গ ু ল ি ম ো ট ন
অ ভ ি ভ া ধ ক,অ ভ ি ব া দ ক
আ ত ্ ম ষ া ৎ,আ ত ্ ম স া ৎ
অ ফ র ি ব র ্ ত ন স ী ল,অ প র ি ব র ্ ত ন শ ী ল
অ র ্ জ ু ণ ে র ে,অ র ্ জ ু ন ে র ে
অ ভ ি ষ ্ র া ন ্ ত ত া,অ ব ি শ ্ র া ন ্ ত ত া
অ ণ ম ো ন ি য় ো,অ ন ম ো ন ি য় ো
আ ত ষ ী,আ ত শ ী
অ ক ্ ষ ধ ণ ্ ড,অ ক ্ ষ দ ণ ্ ড
অ ভ ি ঝ ো গ,অ ভ ি য ো গ
অ ভ ি জ ো ড় ি ত ো,অ ব ি জ ো ড় ি ত ো
অ ্ য া র ো প ্ ল ে ণ,অ ্ য া র ো প ্ ল ে ন
অ ্ জ া ক ে,অ ্ য া ক ে
অ ণ ি ন ্ ধ ি ত া,অ ন ি ন ্ দ ি ত া
অ ণ ভ ি ল া স ী,অ ন ভ ি ল া ষ ী
অ ষ ৌ হ ৃ দ ্ জ,অ স ৌ হ ৃ দ ্ য
অ ন ু ক র ন ভ ৃ ত ্ ত ি,অ ন ু ক র ণ ব ৃ ত ্ ত ি
অ র ন ী,অ র ণ ী
অ ণ ু দ ্ জ ো গ,অ ন ু দ ্ য ো গ
অ ছ ্ ছ ণ ্ ন,অ চ ্ ছ ন ্ ন
অ ণ ্ ত ে,অ ন ্ ত ে
আ গ ো ণ ্,আ গ ো ন ্
অ চ ি ণ,অ চ ি ন
আ ঈ ন ্,আ ই ন ্
আ ধ ম ী দ ে র,আ দ ম ী দ ে র
আ ত ্ ম ফ ী ড় ক,আ ত ্ ম প ী ড় ক
অ ঝ া র,অ জ া র
আ দ ্ য ফ ্ র া ণ ্ ত,আ দ ্ য প ্ র া ন ্ ত
অ ষ ম ্ য ক,অ স ম ্ য ক
অ দ ো দ ি ক,অ ধ ো দ ি ক
অ ধ ্ ঝ ক ্ শ া,অ ধ ্ য ক ্ ষ া
অ গ ্ ণ ি ত ে,অ গ ্ ন ি ত ে
অ স ণ ্ ম া ণ ি ত া,অ স ন ্ ম া ন ি ত া
অ ভ ো দ া ত ো,অ ব ো দ া ত ো
আ ঁ ট া ণ ো,আ ঁ ট া ন ো
অ ণ ে ক া ন ে ক,অ ন ে ক া ন ে ক
অ গ ধ ্,অ গ দ ্
অ ফ র া জ ি ত ো,অ প র া জ ি ত ো
অ ন ু শ া ষ ক,অ ন ু শ া স ক
আ ই ণ গ ত,আ ই ন গ ত
অ ন ্ ত র ্ ঝ া ম ী,অ ন ্ ত র ্ য া ম ী
অ ভ ো ন ি ভ ন া,অ ব ো ন ি ব ন া
অ ফ ক র ্ ম ে র,অ প ক র ্ ম ে র
অ ক ৃ ত ি ত ্ ভ,অ ক ৃ ত ি ত ্ ব
অ ভ ি ষ া র ি ক া ধ ে র,অ ভ ি স া র ি ক া দ ে র
অ ধ ৃ শ ্ ট প ূ র ্ ব,অ দ ৃ ষ ্ ট প ূ র ্ ব
অ ক ্ স ি ক ো ট র,অ ক ্ ষ ি ক ো ট র
আ দ র ি ন ী,আ দ র ি ণ ী
আ ণ ু খ র,আ ন ু খ র
অ ন া র ্ ঝ ে র,অ ন া র ্ য ে র
অ ফ ু চ ্,অ প ু চ ্
অ ক ণ ্,অ ক ন ্
অ ম ি ত ত ে য া,অ ম ি ত ত ে জ া
অ ক া র া ণ ্ ত,অ ক া র া ন ্ ত
অ র ো ণ ্,অ র ো ন ্
অ ণ গ ৃ হ ী ত,অ ন গ ৃ হ ী ত
অ ফ ম া ণ স ূ চ ক,অ প ম া ন স ূ চ ক
অ ভ ি ল া স জ া ত,অ ভ ি ল া ষ জ া ত
অ ভ য় ব ঝ ু ক ্ ত,অ ব য় ব য ু ক ্ ত
অ গ শ ্ ত ্ ঝ ো দ য়,অ গ স ্ ত ্ য ো দ য়
আ ম া ক ে ঈ,আ ম া ক ে ই
অ দ ৃ স ্ ট প র ী ক ্ স া,অ দ ৃ ষ ্ ট প র ী ক ্ ষ া
আ ঈ ব ড়,আ ই ব ড়
অ ণ ম ্ ব র া,অ ন ম ্ ব র া
অ ন ভ ক া শ ে র,অ ন ব ক া শ ে র
আ ধ ু ণ ি ক া,আ ধ ু ন ি ক া
আ গ ফ া ছ,আ গ প া ছ
আ ঝ ্ জ া ণ ো,আ জ ্ জ া ন ো
অ প ে ক ্ শ ম া ণ,অ প ে ক ্ ষ ম া ণ
অ ন র ্ থ ধ র ্ শ ী,অ ন র ্ থ দ র ্ শ ী
আ ভ র ক,আ ব র ক
অ ফ হ ্ ন ভ,অ প হ ্ ন ব
অ ণ ি ব া র ি ত,অ ন ি ব া র ি ত
আ ধ া র ভ ি শ ে ষ,আ ধ া র ব ি শ ে ষ
অ ষ ম া প ক ্,অ শ ম া প ক ্
অ শ ো ক ল ি ফ ি,অ শ ো ক ল ি প ি
অ জ ্ ঞ া ত ষ া র ে,অ জ ্ ঞ া ত স া র ে
অ র ্ থ ভ ল,অ র ্ থ ব ল
অ ক ু ণ ্ ঠ ি ত ো,অ ক ু ন ্ ঠ ি ত ো
অ ষ ্ ব ে চ ্ চ া ক ৃ ত,অ স ্ ব ে চ ্ ছ া ক ৃ ত
অ ্ ঝ া ক ্,অ ্ য া ক ্
অ ণ ষ ন ব ্ র ত,অ ন শ ন ব ্ র ত
আ ভ ি য ণ ্,আ ভ ি জ ন ্
অ ত ি ফ ্ র ি য়,অ ত ি প ্ র ি য়
অ প ম া ণ া ধ ি,অ প ম া ন া দ ি
আ ভ হ ব ি ধ ্ য া,আ ব হ ব ি দ ্ য া
অ প ো ণ ো দ ো ণ ্,অ প ো ন ো দ ো ন ্
অ ক ৃ ত ণ া ম া,অ ক ৃ ত ন া ম া
অ ব ল ম ্ ব ণ ী য়,অ ব ল ম ্ ব ন ী য়
আ য ক া ল ি,আ জ ক া ল ি
